date,team,oppteam,location,teamscore,oppscore
1/27/2024,App State,James Madison,H,82,76
1/27/2024,Eastern Ky.,North Florida,H,89,76
1/27/2024,Florida A&M,Alcorn,H,67,76
1/27/2024,Lindenwood,UT Martin,V,67,76
1/27/2024,Old Dominion,Ga. Southern,H,70,76
1/27/2024,Portland,San Francisco,H,64,76
1/27/2024,Providence,Georgetown,H,84,76
1/27/2024,Wyoming,Colorado St.,H,79,76
1/27/2024,CSUN,UC Irvine,V,72,77
1/27/2024,Furman,Wofford,V,67,77
1/27/2024,NC State,Syracuse,V,65,77
1/27/2024,San Jose St.,UNLV,H,65,77
1/27/2024,UNI,Drake,V,63,77
1/27/2024,Western Caro.,VMI,H,102,77
1/27/2024,Arizona,Oregon,V,87,78
1/27/2024,Colorado,Washington St.,V,69,78
1/27/2024,Detroit Mercy,Green Bay,V,64,78
1/27/2024,Harvard,Yale,H,65,78
1/27/2024,Holy Cross,Lehigh,H,72,78
1/27/2024,Iowa,Michigan,V,88,78
1/27/2024,Monmouth,Hofstra,H,81,78
1/27/2024,Stony Brook,UNCW,H,86,78
1/27/2024,California Baptist,SFA,V,81,79
1/27/2024,Colorado St.,Wyoming,V,76,79
1/27/2024,FIU,Middle Tenn.,V,61,79
1/27/2024,Houston Christian,UIW,V,75,79
1/27/2024,Kansas,Iowa St.,V,75,79
1/27/2024,Morgan St.,Howard,H,85,79
1/27/2024,Northwestern St.,A&M-Corpus Christi,H,68,79
1/27/2024,Troy,South Alabama,H,83,79
1/27/2024,UAlbany,New Hampshire,V,86,79
1/27/2024,Ark.-Pine Bluff,Southern U.,V,66,80
1/27/2024,George Washington,La Salle,H,70,80
1/27/2024,Hampton,Elon,H,74,80
1/27/2024,Lipscomb,Stetson,V,59,80
1/27/2024,Butler,Villanova,H,88,81
1/27/2024,Columbia,Penn,H,84,81
1/27/2024,High Point,Winthrop,V,83,81
1/27/2024,Hofstra,Monmouth,V,78,81
1/27/2024,NIU,Ball St.,V,71,81
1/27/2024,SFA,California Baptist,H,79,81
1/27/2024,South Dakota,Kansas City,V,57,81
1/27/2024,Valparaiso,Missouri St.,H,70,81
1/27/2024,Abilene Christian,Southern Utah,H,67,82
1/27/2024,Jackson St.,Bethune-Cookman,V,71,82
1/27/2024,James Madison,App State,V,76,82
1/27/2024,Oral Roberts,South Dakota St.,H,87,82
1/27/2024,Pacific,Gonzaga,H,73,82
1/27/2024,Cal Poly,Hawaii,V,73,83
1/27/2024,Coastal Carolina,Georgia St.,H,85,83
1/27/2024,Ohio St.,Northwestern,V,58,83
1/27/2024,Penn St.,Minnesota,H,74,83
1/27/2024,Princeton,Cornell,V,68,83
1/27/2024,South Alabama,Troy,V,79,83
1/27/2024,Southern Miss.,Marshall,V,67,83
1/27/2024,Tulsa,Rice,V,85,83
1/27/2024,Winthrop,High Point,H,81,83
1/27/2024,Air Force,Fresno St.,V,70,84
1/27/2024,Arizona St.,Oregon St.,V,71,84
1/27/2024,George Mason,Rhode Island,H,92,84
1/27/2024,Georgetown,Providence,V,76,84
1/27/2024,Nicholls,Tex. A&M-Commerce,V,87,84
1/27/2024,North Ala.,Queens (NC),H,90,84
1/27/2024,Penn,Columbia,V,81,84
1/27/2024,Saint Louis,Massachusetts,H,73,84
1/27/2024,Texas,BYU,V,72,84
1/27/2024,Texas Tech,Oklahoma,V,85,84
1/27/2024,Utah St.,Boise St.,V,90,84
1/27/2024,Alabama A&M,Texas Southern,V,69,85
1/27/2024,DePaul,Creighton,V,62,85
1/27/2024,Georgia St.,Coastal Carolina,V,83,85
1/27/2024,Howard,Morgan St.,V,79,85
1/27/2024,Northern Ariz.,Eastern Wash.,V,70,85
1/27/2024,Oklahoma,Texas Tech,H,84,85
1/27/2024,Rice,Tulsa,H,83,85
1/27/2024,Indiana St.,Bradley,H,95,86
1/27/2024,New Hampshire,UAlbany,H,79,86
1/27/2024,UNCW,Stony Brook,V,78,86
1/27/2024,Utah Tech,Tarleton St.,V,68,86
1/27/2024,Central Ark.,Kennesaw St.,H,92,87
1/27/2024,LIU,Le Moyne,V,74,87
1/27/2024,Oakland,Milwaukee,V,91,87
1/27/2024,Oregon,Arizona,H,78,87
1/27/2024,South Dakota St.,Oral Roberts,V,82,87
1/27/2024,Tex. A&M-Commerce,Nicholls,H,84,87
1/27/2024,Alabama,LSU,H,109,88
1/27/2024,Bowling Green,Toledo,V,72,88
1/27/2024,Michigan,Iowa,H,78,88
1/27/2024,Villanova,Butler,V,81,88
1/27/2024,Idaho,Northern Colo.,H,68,89
1/27/2024,North Florida,Eastern Ky.,V,76,89
1/27/2024,UTSA,South Fla.,V,72,89
1/27/2024,Boise St.,Utah St.,H,84,90
1/27/2024,Campbell,Col. of Charleston,H,67,90
1/27/2024,Queens (NC),North Ala.,V,84,90
1/27/2024,The Citadel,Chattanooga,V,62,90
1/27/2024,Denver,Omaha,H,72,91
1/27/2024,Fairleigh Dickinson,Sacred Heart,H,93,91
1/27/2024,Georgia Tech,Virginia Tech,V,67,91
1/27/2024,Milwaukee,Oakland,H,87,91
1/27/2024,Portland St.,Montana St.,H,94,91
1/27/2024,Kennesaw St.,Central Ark.,V,87,92
1/27/2024,Rhode Island,George Mason,V,84,92
1/27/2024,UC Davis,UC San Diego,H,59,92
1/27/2024,Sacred Heart,Fairleigh Dickinson,V,91,93
1/27/2024,Montana St.,Portland St.,V,91,94
1/27/2024,Bradley,Indiana St.,V,86,95
1/27/2024,Florida,Georgia,H,102,98
1/27/2024,Utah,Washington,V,73,98
1/27/2024,Georgia,Florida,V,98,102
1/27/2024,New Orleans,McNeese,V,65,102
1/27/2024,TCU,Baylor,V,105,102
1/27/2024,VMI,Western Caro.,V,77,102
1/27/2024,Baylor,TCU,H,102,105
1/27/2024,LSU,Alabama,V,88,109
1/28/2024,Louisiana,Texas St.,H,66,46
1/28/2024,Saint Peter's,Siena,V,63,52
1/28/2024,Youngstown St.,Northern Ky.,H,82,52
1/28/2024,New Mexico,Nevada,H,89,55
1/28/2024,UConn,Xavier,H,99,56
1/28/2024,Purdue,Rutgers,V,68,60
1/28/2024,Fla. Atlantic,North Texas,H,66,63
1/28/2024,Siena,Saint Peter's,H,52,63
1/28/2024,Cleveland St.,Robert Morris,H,66,64
1/28/2024,East Carolina,Temple,H,70,64
1/28/2024,Quinnipiac,Fairfield,V,66,64
1/28/2024,Fairfield,Quinnipiac,H,64,66
1/28/2024,North Texas,Fla. Atlantic,V,63,66
1/28/2024,Robert Morris,Cleveland St.,V,64,66
1/28/2024,Texas St.,Louisiana,V,46,66
1/28/2024,Rutgers,Purdue,H,60,68
1/28/2024,Temple,East Carolina,V,64,70
1/28/2024,Marist,Canisius,V,80,71
1/28/2024,Wichita St.,SMU,H,77,72
1/28/2024,Wright St.,IUPUI,V,83,76
1/28/2024,SMU,Wichita St.,V,72,77
1/28/2024,Manhattan,Niagara,V,84,78
1/28/2024,Canisius,Marist,H,71,80
1/28/2024,Northern Ky.,Youngstown St.,V,52,82
1/28/2024,ULM,Arkansas St.,H,85,82
1/28/2024,IUPUI,Wright St.,H,76,83
1/28/2024,Niagara,Manhattan,H,78,84
1/28/2024,Arkansas St.,ULM,V,82,85
1/28/2024,UAB,Memphis,H,97,88
1/28/2024,Nevada,New Mexico,V,55,89
1/28/2024,Memphis,UAB,V,88,97
1/28/2024,Xavier,UConn,V,56,99
1/29/2024,South Carolina St.,UMES,V,63,53
1/29/2024,A&M-Corpus Christi,Tex. A&M-Commerce,V,69,54
1/29/2024,Southern U.,Mississippi Val.,H,78,54
1/29/2024,Texas Southern,Alabama St.,H,56,55
1/29/2024,Alabama St.,Texas Southern,V,55,56
1/29/2024,Southeastern La.,Houston Christian,V,80,58
1/29/2024,Holy Cross,Boston U.,H,65,63
1/29/2024,UMES,South Carolina St.,H,53,63
1/29/2024,Boston U.,Holy Cross,V,63,65
1/29/2024,McNeese,Northwestern St.,H,89,65
1/29/2024,Howard,Coppin St.,V,81,66
1/29/2024,N.C. Central,Delaware St.,V,69,66
1/29/2024,Alcorn,Bethune-Cookman,V,70,67
1/29/2024,Duke,Virginia Tech,V,77,67
1/29/2024,Delaware St.,N.C. Central,H,66,69
1/29/2024,Tex. A&M-Commerce,A&M-Corpus Christi,H,54,69
1/29/2024,Ark.-Pine Bluff,Grambling,V,86,70
1/29/2024,Bethune-Cookman,Alcorn,H,67,70
1/29/2024,Houston,Texas,V,76,72
1/29/2024,Lamar University,New Orleans,H,98,73
1/29/2024,Norfolk St.,Morgan St.,H,83,73
1/29/2024,Prairie View,Alabama A&M,H,87,76
1/29/2024,Texas,Houston,H,72,76
1/29/2024,Virginia Tech,Duke,H,67,77
1/29/2024,Mississippi Val.,Southern U.,V,54,78
1/29/2024,Houston Christian,Southeastern La.,H,58,80
1/29/2024,Coppin St.,Howard,H,66,81
1/29/2024,Morgan St.,Norfolk St.,V,73,83
1/29/2024,Florida A&M,Jackson St.,H,88,86
1/29/2024,Grambling,Ark.-Pine Bluff,H,70,86
1/29/2024,Alabama A&M,Prairie View,V,76,87
1/29/2024,Jackson St.,Florida A&M,V,86,88
1/29/2024,Northwestern St.,McNeese,V,65,89
1/29/2024,New Orleans,Lamar University,V,73,98
1/30/2024,Seton Hall,DePaul,V,72,39
1/30/2024,Akron,Eastern Mich.,V,77,46
1/30/2024,Oklahoma,Kansas St.,V,73,53
1/30/2024,Kansas,Oklahoma St.,H,83,54
1/30/2024,Lindenwood,Southeast Mo. St.,H,58,54
1/30/2024,Gonzaga,LMU (CA),H,92,58
1/30/2024,Southeast Mo. St.,Lindenwood,V,54,58
1/30/2024,Illinois St.,Murray St.,V,61,59
1/30/2024,South Carolina,Tennessee,V,63,59
1/30/2024,Dayton,George Washington,H,83,61
1/30/2024,Murray St.,Illinois St.,H,59,61
1/30/2024,Utah St.,San Jose St.,H,82,61
1/30/2024,Loyola Chicago,Saint Louis,H,77,62
1/30/2024,Michigan St.,Michigan,H,81,62
1/30/2024,St. Bonaventure,VCU,H,67,62
1/30/2024,Tennessee,South Carolina,H,59,63
1/30/2024,Toledo,Western Mich.,H,88,63
1/30/2024,Clemson,Louisville,H,70,64
1/30/2024,Miami (OH),Kent St.,V,71,67
1/30/2024,VCU,St. Bonaventure,V,62,67
1/30/2024,Indiana,Iowa,H,74,68
1/30/2024,NC State,Miami (FL),H,74,68
1/30/2024,UNLV,Fresno St.,H,78,69
1/30/2024,Louisville,Clemson,V,64,70
1/30/2024,Ohio,Buffalo,H,91,70
1/30/2024,Colorado St.,San Diego St.,H,79,71
1/30/2024,Kent St.,Miami (OH),H,67,71
1/30/2024,Bowling Green,Ball St.,V,81,72
1/30/2024,DePaul,Seton Hall,H,39,72
1/30/2024,Wyoming,Air Force,V,83,72
1/30/2024,Georgia Tech,North Carolina,H,74,73
1/30/2024,Kansas St.,Oklahoma,H,53,73
1/30/2024,Iowa,Indiana,V,68,74
1/30/2024,Miami (FL),NC State,V,68,74
1/30/2024,North Carolina,Georgia Tech,V,73,74
1/30/2024,Boston College,Syracuse,H,80,75
1/30/2024,Illinois,Ohio St.,V,87,75
1/30/2024,Central Mich.,NIU,H,84,77
1/30/2024,Eastern Mich.,Akron,H,46,77
1/30/2024,Saint Louis,Loyola Chicago,V,62,77
1/30/2024,Fresno St.,UNLV,V,69,78
1/30/2024,TCU,Texas Tech,H,85,78
1/30/2024,San Diego St.,Colorado St.,V,71,79
1/30/2024,Marquette,Villanova,V,85,80
1/30/2024,Syracuse,Boston College,V,75,80
1/30/2024,Ball St.,Bowling Green,H,72,81
1/30/2024,Michigan,Michigan St.,V,62,81
1/30/2024,Ole Miss,Mississippi St.,H,86,82
1/30/2024,San Jose St.,Utah St.,V,61,82
1/30/2024,Air Force,Wyoming,H,72,83
1/30/2024,George Washington,Dayton,V,61,83
1/30/2024,Oklahoma St.,Kansas,V,54,83
1/30/2024,NIU,Central Mich.,V,77,84
1/30/2024,Texas Tech,TCU,V,78,85
1/30/2024,Villanova,Marquette,H,80,85
1/30/2024,Mississippi St.,Ole Miss,V,82,86
1/30/2024,Ohio St.,Illinois,H,75,87
1/30/2024,Western Mich.,Toledo,V,63,88
1/30/2024,Buffalo,Ohio,V,70,91
1/30/2024,LMU (CA),Gonzaga,V,58,92
1/31/2024,Jacksonville,Austin Peay,H,63,43
1/31/2024,Penn St.,Rutgers,V,61,46
1/31/2024,ETSU,Mercer,V,54,49
1/31/2024,Bucknell,Loyola Maryland,H,67,52
1/31/2024,Virginia,Notre Dame,H,65,53
1/31/2024,Auburn,Vanderbilt,H,81,54
1/31/2024,Mercer,ETSU,H,49,54
1/31/2024,Colgate,Army West Point,H,74,55
1/31/2024,Charleston So.,Radford,V,63,60
1/31/2024,Duquesne,Chicago St.,H,65,60
1/31/2024,Evansville,UIC,H,77,60
1/31/2024,South Fla.,East Carolina,V,71,60
1/31/2024,Rutgers,Penn St.,H,46,61
1/31/2024,Austin Peay,Jacksonville,V,43,63
1/31/2024,Radford,Charleston So.,H,60,63
1/31/2024,Chicago St.,Duquesne,V,60,65
1/31/2024,Lehigh,Navy,H,77,65
1/31/2024,Notre Dame,Virginia,V,53,65
1/31/2024,UConn,Providence,H,74,65
1/31/2024,West Virginia,Cincinnati,H,69,65
1/31/2024,American,Lafayette,V,69,66
1/31/2024,Tex. A&M-Commerce,UIW,H,71,66
1/31/2024,Loyola Maryland,Bucknell,V,52,67
1/31/2024,Tulsa,Wichita St.,H,79,68
1/31/2024,Baylor,UCF,V,77,69
1/31/2024,Bradley,UNI,H,85,69
1/31/2024,Cincinnati,West Virginia,V,65,69
1/31/2024,Lafayette,American,H,66,69
1/31/2024,Rhode Island,La Salle,H,71,69
1/31/2024,Richmond,Fordham,V,83,69
1/31/2024,Drake,Valparaiso,H,81,70
1/31/2024,Arkansas St.,Southern Miss.,H,78,71
1/31/2024,East Carolina,South Fla.,H,60,71
1/31/2024,La Salle,Rhode Island,V,69,71
1/31/2024,Rice,Memphis,V,74,71
1/31/2024,UIW,Tex. A&M-Commerce,V,66,71
1/31/2024,Indiana St.,Belmont,V,78,72
1/31/2024,Louisiana,ULM,H,80,72
1/31/2024,Pittsburgh,Wake Forest,H,77,72
1/31/2024,Gardner-Webb,UNC Asheville,H,80,73
1/31/2024,Presbyterian,USC Upstate,H,80,73
1/31/2024,Saint Joseph's,George Mason,H,75,73
1/31/2024,Army West Point,Colgate,V,55,74
1/31/2024,Memphis,Rice,H,71,74
1/31/2024,Providence,UConn,V,65,74
1/31/2024,George Mason,Saint Joseph's,V,73,75
1/31/2024,Missouri St.,Southern Ill.,V,76,75
1/31/2024,Alabama,Georgia,V,85,76
1/31/2024,North Florida,Lipscomb,H,85,76
1/31/2024,Southern Ill.,Missouri St.,H,75,76
1/31/2024,Navy,Lehigh,V,65,77
1/31/2024,Saint Mary's (CA),Santa Clara,H,82,77
1/31/2024,UCF,Baylor,H,69,77
1/31/2024,UIC,Evansville,V,60,77
1/31/2024,Wake Forest,Pittsburgh,V,72,77
1/31/2024,Xavier,St. John's (NY),H,88,77
1/31/2024,Belmont,Indiana St.,H,72,78
1/31/2024,Boise St.,New Mexico,V,86,78
1/31/2024,Southern Miss.,Arkansas St.,V,71,78
1/31/2024,Furman,The Citadel,V,82,79
1/31/2024,Samford,Wofford,H,81,79
1/31/2024,UAB,North Texas,V,82,79
1/31/2024,UNC Greensboro,VMI,V,85,79
1/31/2024,Wichita St.,Tulsa,V,68,79
1/31/2024,ULM,Louisiana,V,72,80
1/31/2024,UNC Asheville,Gardner-Webb,V,73,80
1/31/2024,USC Upstate,Presbyterian,V,73,80
1/31/2024,Valparaiso,Drake,V,70,81
1/31/2024,Vanderbilt,Auburn,V,54,81
1/31/2024,Wofford,Samford,V,79,81
1/31/2024,North Texas,UAB,H,79,82
1/31/2024,Santa Clara,Saint Mary's (CA),V,77,82
1/31/2024,The Citadel,Furman,H,79,82
1/31/2024,Fordham,Richmond,H,69,83
1/31/2024,Arkansas,Missouri,V,91,84
1/31/2024,Chattanooga,Western Caro.,V,91,85
1/31/2024,Georgia,Alabama,H,76,85
1/31/2024,Lipscomb,North Florida,V,76,85
1/31/2024,UNI,Bradley,V,69,85
1/31/2024,VMI,UNC Greensboro,H,79,85
1/31/2024,New Mexico,Boise St.,H,78,86
1/31/2024,St. John's (NY),Xavier,V,77,88
1/31/2024,Florida,Kentucky,V,94,91
1/31/2024,Missouri,Arkansas,H,84,91
1/31/2024,Western Caro.,Chattanooga,H,85,91
1/31/2024,Kentucky,Florida,H,91,94
1/31/2024,Purdue,Northwestern,H,105,96
1/31/2024,Northwestern,Purdue,V,96,105
2/1/2024,Morehead St.,Tennessee St.,V,68,49
2/1/2024,Delaware,William & Mary,V,81,53
2/1/2024,Louisiana Tech,FIU,V,93,53
2/1/2024,Green Bay,IUPUI,H,79,56
2/1/2024,Wagner,Le Moyne,H,80,57
2/1/2024,N.C. A&T,Hampton,H,59,58
2/1/2024,FGCU,Central Ark.,V,82,59
2/1/2024,Hampton,N.C. A&T,V,58,59
2/1/2024,UC Irvine,Cal Poly,V,73,59
2/1/2024,UT Martin,Eastern Ill.,V,76,59
2/1/2024,Vermont,UAlbany,H,81,59
2/1/2024,Montana St.,Eastern Wash.,H,70,60
2/1/2024,Portland,Pacific,V,65,60
2/1/2024,Central Conn. St.,Saint Francis (PA),H,63,62
2/1/2024,Monmouth,Drexel,H,67,62
2/1/2024,Stanford,Arizona St.,V,71,62
2/1/2024,UC San Diego,CSUN,H,83,62
2/1/2024,UMass Lowell,Maine,H,76,62
2/1/2024,Saint Francis (PA),Central Conn. St.,V,62,63
2/1/2024,Troy,Ga. Southern,V,84,63
2/1/2024,UCLA,Oregon St.,H,71,63
2/1/2024,Utah Tech,UTRGV,H,81,64
2/1/2024,Arizona,California,H,91,65
2/1/2024,Cleveland St.,Detroit Mercy,V,77,65
2/1/2024,Milwaukee,Purdue Fort Wayne,V,68,65
2/1/2024,Omaha,St. Thomas (MN),H,69,65
2/1/2024,Pacific,Portland,H,60,65
2/1/2024,Binghamton,NJIT,H,75,66
2/1/2024,SIUE,Little Rock,H,68,66
2/1/2024,Texas St.,South Alabama,H,74,66
2/1/2024,Campbell,Elon,V,69,67
2/1/2024,Drexel,Monmouth,V,62,67
2/1/2024,James Madison,Coastal Carolina,H,105,67
2/1/2024,Hawaii,Cal St. Fullerton,V,76,68
2/1/2024,Little Rock,SIUE,V,66,68
2/1/2024,Purdue Fort Wayne,Milwaukee,H,65,68
2/1/2024,Tennessee St.,Morehead St.,H,49,68
2/1/2024,UT Arlington,Southern Utah,V,76,68
2/1/2024,Elon,Campbell,H,67,69
2/1/2024,Oregon,Southern California,V,78,69
2/1/2024,St. Thomas (MN),Omaha,V,65,69
2/1/2024,UC Davis,UC Santa Barbara,V,79,69
2/1/2024,Eastern Wash.,Montana St.,V,60,70
2/1/2024,Montana,Idaho,H,73,70
2/1/2024,Weber St.,Northern Ariz.,V,72,70
2/1/2024,App State,Georgia St.,V,81,71
2/1/2024,Arizona St.,Stanford,H,62,71
2/1/2024,Hofstra,Stony Brook,H,72,71
2/1/2024,Kansas City,Denver,H,85,71
2/1/2024,Oregon St.,UCLA,V,63,71
2/1/2024,Southern Ind.,Tennessee Tech,V,74,71
2/1/2024,UTEP,Jacksonville St.,H,79,71
2/1/2024,Western Ill.,Lindenwood,V,79,71
2/1/2024,Nebraska,Wisconsin,H,80,72
2/1/2024,North Ala.,Stetson,H,79,72
2/1/2024,Northern Ariz.,Weber St.,H,70,72
2/1/2024,Oakland,Robert Morris,H,87,72
2/1/2024,SFA,Utah Valley,H,77,72
2/1/2024,Sacred Heart,Stonehill,H,77,72
2/1/2024,Stony Brook,Hofstra,V,71,72
2/1/2024,Cal Poly,UC Irvine,H,59,73
2/1/2024,Idaho,Montana,V,70,73
2/1/2024,New Mexico St.,Liberty,H,79,73
2/1/2024,North Dakota St.,South Dakota St.,V,74,73
2/1/2024,Tarleton St.,Abilene Christian,V,76,73
2/1/2024,South Alabama,Texas St.,V,66,74
2/1/2024,South Dakota St.,North Dakota St.,H,73,74
2/1/2024,Tennessee Tech,Southern Ind.,H,71,74
2/1/2024,UNCW,Col. of Charleston,V,80,74
2/1/2024,Fairleigh Dickinson,LIU,H,82,75
2/1/2024,NJIT,Binghamton,V,66,75
2/1/2024,Abilene Christian,Tarleton St.,H,73,76
2/1/2024,CSU Bakersfield,Long Beach St.,H,82,76
2/1/2024,Cal St. Fullerton,Hawaii,H,68,76
2/1/2024,Eastern Ill.,UT Martin,H,59,76
2/1/2024,High Point,Longwood,H,93,76
2/1/2024,Maine,UMass Lowell,V,62,76
2/1/2024,Old Dominion,Marshall,V,83,76
2/1/2024,Queens (NC),Eastern Ky.,H,94,76
2/1/2024,SMU,Tulane,H,80,76
2/1/2024,Southern Utah,UT Arlington,H,68,76
2/1/2024,Towson,Northeastern,H,83,76
2/1/2024,Detroit Mercy,Cleveland St.,H,65,77
2/1/2024,Sam Houston,Western Ky.,V,79,77
2/1/2024,Stonehill,Sacred Heart,V,72,77
2/1/2024,Utah Valley,SFA,V,72,77
2/1/2024,Youngstown St.,Wright St.,V,88,77
2/1/2024,Southern California,Oregon,H,69,78
2/1/2024,IUPUI,Green Bay,V,56,79
2/1/2024,Jacksonville St.,UTEP,V,71,79
2/1/2024,Liberty,New Mexico St.,V,73,79
2/1/2024,Lindenwood,Western Ill.,H,71,79
2/1/2024,San Francisco,San Diego,H,95,79
2/1/2024,Stetson,North Ala.,V,72,79
2/1/2024,UC Santa Barbara,UC Davis,H,69,79
2/1/2024,Western Ky.,Sam Houston,H,77,79
2/1/2024,Col. of Charleston,UNCW,H,74,80
2/1/2024,Le Moyne,Wagner,V,57,80
2/1/2024,Tulane,SMU,V,76,80
2/1/2024,Wisconsin,Nebraska,V,72,80
2/1/2024,Georgia St.,App State,H,71,81
2/1/2024,North Dakota,South Dakota,V,95,81
2/1/2024,UAlbany,Vermont,V,59,81
2/1/2024,UTRGV,Utah Tech,V,64,81
2/1/2024,William & Mary,Delaware,H,53,81
2/1/2024,Central Ark.,FGCU,H,59,82
2/1/2024,LIU,Fairleigh Dickinson,V,75,82
2/1/2024,Long Beach St.,CSU Bakersfield,V,76,82
2/1/2024,CSUN,UC San Diego,V,62,83
2/1/2024,Marshall,Old Dominion,H,76,83
2/1/2024,Northeastern,Towson,V,76,83
2/1/2024,Ga. Southern,Troy,H,63,84
2/1/2024,Denver,Kansas City,V,71,85
2/1/2024,Northern Colo.,Idaho St.,H,91,86
2/1/2024,Robert Morris,Oakland,V,72,87
2/1/2024,Grand Canyon,Seattle U,H,95,88
2/1/2024,Wright St.,Youngstown St.,H,77,88
2/1/2024,California,Arizona,V,65,91
2/1/2024,Idaho St.,Northern Colo.,V,86,91
2/1/2024,FIU,Louisiana Tech,H,53,93
2/1/2024,Longwood,High Point,V,76,93
2/1/2024,Eastern Ky.,Queens (NC),V,76,94
2/1/2024,Bellarmine,Kennesaw St.,V,96,95
2/1/2024,Bryant,UMBC,H,99,95
2/1/2024,San Diego,San Francisco,V,79,95
2/1/2024,Seattle U,Grand Canyon,V,88,95
2/1/2024,South Dakota,North Dakota,H,81,95
2/1/2024,Kennesaw St.,Bellarmine,H,95,96
2/1/2024,UMBC,Bryant,V,95,99
2/1/2024,Coastal Carolina,James Madison,V,67,105
2/2/2024,Rider,Siena,H,91,50
2/2/2024,Kent St.,Buffalo,V,83,52
2/2/2024,Cornell,Dartmouth,V,56,53
2/2/2024,Dartmouth,Cornell,H,53,56
2/2/2024,Mount St. Mary's,Marist,V,76,58
2/2/2024,Harvard,Columbia,H,62,59
2/2/2024,Niagara,Saint Peter's,V,68,59
2/2/2024,Nevada,San Jose St.,H,90,60
2/2/2024,Brown,Penn,H,70,61
2/2/2024,Columbia,Harvard,V,59,62
2/2/2024,Yale,Princeton,H,70,64
2/2/2024,Saint Peter's,Niagara,H,59,68
2/2/2024,Akron,Toledo,H,77,70
2/2/2024,Penn,Brown,V,61,70
2/2/2024,Princeton,Yale,V,64,70
2/2/2024,Dayton,St. Bonaventure,H,76,71
2/2/2024,Quinnipiac,Manhattan,V,77,71
2/2/2024,Marist,Mount St. Mary's,H,58,76
2/2/2024,St. Bonaventure,Dayton,V,71,76
2/2/2024,Iowa,Ohio St.,H,79,77
2/2/2024,Manhattan,Quinnipiac,H,71,77
2/2/2024,Toledo,Akron,V,70,77
2/2/2024,Ohio St.,Iowa,V,77,79
2/2/2024,Iona,Fairfield,H,91,82
2/2/2024,Buffalo,Kent St.,H,52,83
2/2/2024,San Jose St.,Nevada,V,60,90
2/2/2024,Fairfield,Iona,V,82,91
2/2/2024,Siena,Rider,V,50,91
2/2/2024,Butler,Creighton,V,99,98
2/2/2024,Creighton,Butler,H,98,99
2/3/2024,Murray St.,UNI,V,71,43
2/3/2024,N.C. Central,Coppin St.,H,77,46
2/3/2024,Little Rock,Eastern Ill.,V,71,47
2/3/2024,UNLV,Wyoming,H,62,48
2/3/2024,Vermont,Binghamton,H,62,49
2/3/2024,Portland St.,Sacramento St.,H,58,51
2/3/2024,Charlotte,East Carolina,H,67,52
2/3/2024,UC Davis,Cal Poly,V,59,52
2/3/2024,VCU,Richmond,H,63,52
2/3/2024,Michigan St.,Maryland,H,63,54
2/3/2024,Southern California,Oregon St.,H,82,54
2/3/2024,South Fla.,North Texas,V,60,55
2/3/2024,Stony Brook,Northeastern,H,59,55
2/3/2024,Texas St.,Southern Miss.,H,60,55
2/3/2024,Western Ill.,Southeast Mo. St.,V,76,55
2/3/2024,Boise St.,Air Force,H,94,56
2/3/2024,Columbia,Dartmouth,V,72,56
2/3/2024,Hofstra,Towson,H,59,56
2/3/2024,Lafayette,Army West Point,V,64,56
2/3/2024,Samford,Chattanooga,V,78,56
2/3/2024,St. Thomas (MN),Kansas City,V,71,56
2/3/2024,Marquette,Georgetown,V,91,57
2/3/2024,Northwestern St.,Tex. A&M-Commerce,H,70,57
2/3/2024,North Dakota,North Dakota St.,H,60,58
2/3/2024,Sacramento St.,Portland St.,V,51,58
2/3/2024,Yale,Penn,H,74,58
2/3/2024,Cal Poly,UC Davis,H,52,59
2/3/2024,Northeastern,Stony Brook,V,55,59
2/3/2024,Rutgers,Michigan,V,69,59
2/3/2024,San Diego,Santa Clara,V,70,59
2/3/2024,Southern Utah,UTRGV,H,79,59
2/3/2024,Towson,Hofstra,V,56,59
2/3/2024,UC Santa Barbara,CSU Bakersfield,V,70,59
2/3/2024,Bradley,Illinois St.,V,73,60
2/3/2024,ETSU,The Citadel,H,62,60
2/3/2024,Louisiana,South Alabama,H,80,60
2/3/2024,Morehead St.,Tennessee Tech,V,67,60
2/3/2024,North Dakota St.,North Dakota,V,58,60
2/3/2024,North Texas,South Fla.,H,55,60
2/3/2024,Pittsburgh,Notre Dame,H,70,60
2/3/2024,Princeton,Brown,V,70,60
2/3/2024,Seattle U,California Baptist,V,61,60
2/3/2024,Southern Miss.,Texas St.,V,55,60
2/3/2024,Alabama A&M,Florida A&M,H,73,61
2/3/2024,California Baptist,Seattle U,H,60,61
2/3/2024,Colorado St.,Fresno St.,V,73,61
2/3/2024,FIU,Sam Houston,H,68,61
2/3/2024,Hampton,Howard,N,63,61
2/3/2024,Stonehill,Wagner,H,71,61
2/3/2024,Vanderbilt,Missouri,H,68,61
2/3/2024,Binghamton,Vermont,V,49,62
2/3/2024,Evansville,Valparaiso,V,63,62
2/3/2024,Grambling,Jackson St.,N,70,62
2/3/2024,Saint Mary's (CA),Gonzaga,V,64,62
2/3/2024,South Carolina,Georgia,V,72,62
2/3/2024,Stetson,Central Ark.,V,73,62
2/3/2024,The Citadel,ETSU,V,60,62
2/3/2024,Wyoming,UNLV,V,48,62
2/3/2024,Howard,Hampton,N,61,63
2/3/2024,James Madison,Old Dominion,H,78,63
